time,time_ms,latitude,longitude,elevation,airspeed,pressure_diff,temp,satellites
09:13:04,6539,34.07157135,-118.45204163,229.30,1.37,1.16,19.09,5
09:13:04,6743,34.07157135,-118.45204163,229.30,0.41,0.11,19.55,5
09:13:05,6943,34.07159424,-118.45208740,224.40,0.00,-0.42,19.55,5
09:13:05,7152,34.07159424,-118.45208740,224.40,0.00,-0.42,19.55,5
09:13:05,7353,34.07159424,-118.45208740,224.40,0.41,0.11,19.55,5
09:13:05,7558,34.07159424,-118.45208740,224.40,0.41,0.11,19.09,5
09:13:05,7767,34.07159424,-118.45208740,224.40,1.37,1.16,19.55,5
09:13:06,7967,34.07159805,-118.45207977,223.90,0.00,-0.42,19.55,5
09:13:06,8168,34.07159805,-118.45207977,223.90,0.41,0.11,19.55,5
09:13:06,8370,34.07159805,-118.45207977,223.90,0.41,0.11,19.55,5
09:13:06,8574,34.07159805,-118.45207977,223.90,1.37,1.16,19.55,5
09:13:06,8776,34.07159805,-118.45207977,223.90,0.00,-0.42,19.55,5
09:13:07,8980,34.07160950,-118.45208740,221.00,0.41,0.11,19.55,5
09:13:07,9187,34.07160950,-118.45208740,221.00,0.00,-0.42,19.55,5
09:13:07,9390,34.07160950,-118.45208740,221.00,0.00,-0.42,19.09,5
09:13:07,9590,34.07160950,-118.45208740,221.00,0.00,-0.42,19.55,5
09:13:07,9790,34.07160950,-118.45208740,221.00,0.41,0.11,19.55,5
09:13:08,10004,34.07160568,-118.45207977,217.90,0.41,0.11,19.09,5
09:13:08,10205,34.07160568,-118.45207977,217.90,0.00,-0.42,19.55,5
09:13:08,10407,34.07160568,-118.45207977,217.90,1.37,1.16,19.55,5
09:13:08,10611,34.07160568,-118.45207977,217.90,1.37,1.16,19.09,5
09:13:09,10814,34.07160568,-118.45207977,217.90,0.00,-0.42,19.55,5
09:13:09,11018,34.07160568,-118.45207977,217.50,0.00,-0.42,19.55,5
09:13:09,11220,34.07160568,-118.45207977,217.50,1.37,1.16,19.55,5
09:13:09,11424,34.07160568,-118.45207977,217.50,0.41,0.11,19.55,5
09:13:09,11627,34.07160568,-118.45207977,217.50,1.37,1.16,19.55,5
09:13:10,11828,34.07159805,-118.45208740,217.50,0.41,0.11,19.55,5
09:13:10,12034,34.07159805,-118.45208740,213.60,1.37,1.16,19.55,5
09:13:10,12234,34.07159805,-118.45208740,213.60,0.41,0.11,19.55,5
09:13:10,12434,34.07159805,-118.45208740,213.60,0.00,-0.42,19.55,5
09:13:10,12637,34.07159805,-118.45208740,213.60,1.37,1.16,20.02,5
09:13:11,12847,34.07159042,-118.45210266,213.60,0.41,0.11,19.55,5
09:13:11,13048,34.07159042,-118.45210266,212.10,0.00,-0.42,19.55,5
09:13:11,13252,34.07159042,-118.45210266,212.10,0.41,0.11,19.55,5
09:13:11,13454,34.07159042,-118.45210266,212.10,0.00,-0.42,20.02,5
09:13:11,13654,34.07159042,-118.45210266,212.10,0.00,-0.42,19.55,5
09:13:12,13854,34.07158279,-118.45209503,212.10,0.41,0.11,19.55,5
09:13:12,14057,34.07158279,-118.45209503,209.00,0.00,-0.42,20.02,5
09:13:12,14260,34.07158279,-118.45209503,209.00,0.00,-0.42,19.55,5
09:13:12,14463,34.07158279,-118.45209503,209.00,0.00,-0.42,19.55,5
09:13:12,14665,34.07158279,-118.45209503,209.00,0.00,-0.42,19.55,5
09:13:13,14873,34.07157898,-118.45208740,209.00,0.00,-0.42,19.55,5
09:13:13,15075,34.07157898,-118.45208740,208.40,0.00,-0.42,20.02,5
09:13:13,15276,34.07157898,-118.45208740,208.40,0.41,0.11,20.02,5
09:13:13,15477,34.07157898,-118.45208740,208.40,0.41,0.11,19.55,5
09:13:13,15678,34.07157898,-118.45208740,208.40,0.41,0.11,19.55,5
09:13:14,15884,34.07157898,-118.45210266,208.40,0.41,0.11,19.55,5
09:13:14,16086,34.07157898,-118.45210266,207.40,0.00,-0.42,19.55,5
09:13:14,16290,34.07157898,-118.45210266,207.40,1.37,1.16,19.55,5
09:13:14,16492,34.07157898,-118.45210266,207.40,0.00,-0.42,20.02,5
09:13:14,16695,34.07157898,-118.45210266,207.40,0.41,0.11,19.55,5
09:13:15,16903,34.07157516,-118.45210266,207.40,0.00,-0.42,20.02,5
09:13:15,17105,34.07157516,-118.45210266,205.40,0.00,-0.42,20.02,5
09:13:15,17308,34.07157516,-118.45210266,205.40,0.00,-0.42,19.55,5
